CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpDate,school_code
19647330126532,622710,13086,Active,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,6361 Cottage Street,6361 Cottage St.,Huntington Park,90255-3521,CA,(323) 584-3800,No Data,www.ssjmhs.marquezhs.net,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.981804,-118.23371999999999,Kyle,Boswell,kbb1912@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126532
19647330126540,622710,13162,Active,Los Angeles,Los Angeles Unified,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",5225 Tweedy Boulevard,5225 Tweedy Blvd.,South Gate,90280-5332,CA,5225 Tweedy Boulevard,5225 Tweedy Blvd.,South Gate,90280-5332,CA,(323) 357-7540,No Data,www.steamvapa.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.941328000000006,-118.17894,Carla,Barrera-Ortiz,carla.barrera-ortiz@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126540
19647330126557,622710,13133,Active,Los Angeles,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,5225 Tweedy Boulevard,5225 Tweedy Blvd.,South Gate,90280-5332,CA,5225 Tweedy Boulevard,5225 Tweedy Blvd.,South Gate,90280-5332,CA,(323) 357-7531,No Data,www.vapalegacy.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.941328000000006,-118.17894,Edward,Trims,etrimis@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126557
19647330126573,622710,13079,Active,Los Angeles,Los Angeles Unified,Academy for Multilingual Arts and Science at Mervyn M. Dymally High,8800 South San Pedro Street,8800 South San Pedro St.,Los Angeles,90003-3541,CA,8800 South San Pedro Street,8800 South San Pedro St.,Los Angeles,90003-3541,CA,(323) 565-4600,No Data,www.dymallyhs-lausd-ca.schoolloop.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.95715,-118.26875,Darvina,Bradley,darvina.bradley@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/26/2018,126573
19647330126615,622710,13040,Active,Los Angeles,Los Angeles Unified,Academies of Education and Empowerment at Carson High,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,(310) 847-1455,No Data,No Data,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.823923,-118.27585,Michelle,Bryant,mwilli20@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/20/2016,126615
19647330126623,622710,13104,Active,Los Angeles,Los Angeles Unified,Academy of Medical Arts at Carson High,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,(310) 847-1465,No Data,www.amachs-lausd-ca.schoolloop.com,08/14/2012,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.823923,-118.27585,Juan,Jauregui,jrj9809@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,126623
19647330127787,622710,13579,Active,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,24300 South Western Avenue,24300 South Western Ave.,Harbor City,90710-1742,CA,24300 South Western Avenue,24300 South Western Ave.,Harbor City,90710-1742,CA,(310) 257-4300,No Data,No Data,08/12/2013,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.804102,-118.30736999999999,Gregory,Fisher,gfisher@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/30/2017,127787
19647330127795,622710,13271,Active,Los Angeles,Los Angeles Unified,Contreras Learning Center-School of Social Justice,322 South Lucas Avenue,322 South Lucas Ave.,Los Angeles,90017-1406,CA,322 South Lucas Avenue,322 South Lucas Ave.,Los Angeles,90017-1406,CA,(213) 240-3800,No Data,www.socialjusticemclc.org/,08/12/2013,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.058178999999996,-118.26087,Nova.,Meza,nmeza@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,127795
19647330127803,622710,13434,Active,Los Angeles,Los Angeles Unified,Early College Academy-LA Trade Tech College,400 West Washington Boulevard,400 West Washington Blvd.,Los Angeles,90015-4108,CA,400 West Washington Boulevard,400 West Washington Blvd.,Los Angeles,90015-4108,CA,(213) 763-3685,No Data,www.ecalattc.org,08/12/2013,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,10-12,C,N,34.033179,-118.27006000000002,Raymond,Aubele,raymond.aubele@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,08/15/2017,127803
19647330127910,622710,13537,Active,Los Angeles,Los Angeles Unified,Camino Nuevo High #2,3500 West Temple Street,3500 West Temple St.,Los Angeles,90004-3620,CA,3500 West Temple Street,3500 West Temple St.,Los Angeles,90004-3620,CA,(213) 736-5566,No Data,http://dalzelllance.caminonuevo.org,08/19/2013,No Data,Y,1540,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.076443,-118.2855,Lawrence,Boone,lawrence.boone@caminonuevo.org,No Data,No Data,No Data,No Data,No Data,No Data,07/23/2018,127910
19647330129536,622710,13775,Active,Los Angeles,Los Angeles Unified,Boyle Heights STEM High,2550 East 6th Street,2550 East 6th St.,Los Angeles,90023-1420,CA,2550 East 6th Street,2550 East 6th St.,Los Angeles,90023-1420,CA,(323) 268-1031,No Data,www.stemboyleheights-lausd-ca.schoolloop.com,08/12/2014,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.036473,-118.2123,Adriana,Trejo,adriana.trejo@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/14/2018,129536
19647330129585,622710,13737,Active,Los Angeles,Los Angeles Unified,NAVA College Preparatory Academy,1319 East 41st Street,1319 East 41st St.,Los Angeles,90011-3301,CA,1319 East 41st Street,1319 East 41st St.,Los Angeles,90011-3301,CA,(323) 235-6800,No Data,www.navacollegeprep.weebly.com/,08/12/2014,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.009547,-118.25116000000001,Gustavo,Barrientos,gbarrien@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,129585
19647330130997,622710,13831,Active,Los Angeles,Los Angeles Unified,Sylmar Biotech Health Academy,13050 Borden Avenue,13050 Borden Ave.,Sylmar,91342-4251,CA,13050 Borden Avenue,13050 Borden Ave.,Sylmar,91342-4251,CA,(818) 833-3723,No Data,No Data,08/12/2014,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.307364,-118.44288,Maria,Herrera,meh7212@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,130997
19647330132126,622710,13897,Active,Los Angeles,Los Angeles Unified,Bert Corona Charter High,12513 Gain Street,12513 Gain St.,Pacoima,91331-1628,CA,12513 Gain Street,12513 Gain St.,Pacoima,91331-1628,CA,(818) 480-6810,No Data,No Data,08/12/2015,No Data,Y,1724,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.271263,-118.40446000000001,Yolanda,Fuentes,msfuentes@coronacharter.org,No Data,No Data,No Data,No Data,No Data,No Data,08/20/2018,132126
19647330133272,622710,12812,Active,Los Angeles,Los Angeles Unified,PUC Triumph Charter Academy and PUC Triumph Charter High,13361 Glenoaks Boulevard,13361 Glenoaks Blvd.,Sylmar,91342-4265,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 837-6221,No Data,http://pucschools.org,07/01/2015,No Data,Y,0797,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,34.31419,-118.45976,Emily,Biddle,e.biddle@pucschools.org,Jaime,Salcedo,j.salcido@pucschools.org,No Data,No Data,No Data,10/04/2018,133272
19647330133280,622710,13947,Active,Los Angeles,Los Angeles Unified,PUC Nueva Esperanza Charter Academy,1218 North Fourth Street,1218 North Fourth St.,San Fernando,91340-2314,CA,"1405 North San Fernando Boulevard, Suite 303","1405 North San Fernando Blvd., Ste. 303",Burbank,91504,CA,(818) 256-1951,No Data,http://pucschools.org,07/01/2015,No Data,Y,1092,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-11,N,N,34.287618,-118.43853999999999,Errin,Robinson,e.robinson@pucschools.org,No Data,No Data,No Data,No Data,No Data,No Data,08/02/2018,133280
19647330133603,622710,13968,Active,Los Angeles,Los Angeles Unified,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",1067 West Boulevard,1067 West Blvd.,Los Angeles,90019-1839,CA,1067 West Boulevard,1067 West Blvd.,Los Angeles,90019-1839,CA,(323) 900-4533,No Data,www.galacademy.org,08/16/2016,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-10,C,N,34.055341,-118.33152,Elizabeth,Ackerman Hicks,ela9670@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,04/05/2018,133603
19647330135632,622710,14098,Active,Los Angeles,Los Angeles Unified,WISH Academy High,7400 West Manchester Avenue,7400 West Manchester Ave.,Los Angeles,90045-2322,CA,7400 West Manchester Avenue,7400 West Manchester Ave.,Los Angeles,90045-2322,CA,(310) 743-6990,No Data,www.wishcharter.org,08/16/2017,No Data,Y,1863,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9,N,N,33.957763,-118.42888,Kellie,Mowll,kmowll@wishcharter.org,No Data,No Data,No Data,No Data,No Data,No Data,09/26/2018,135632
19647330135681,622710,14112,Active,Los Angeles,Los Angeles Unified,Horace Mann UCLA Community,7001 South Saint Andrews Place,7001 South Saint Andrews Pl.,Los Angeles,90047-1833,CA,7001 South Saint Andrews Place,7001 South Saint Andrews Pl.,Los Angeles,90047-1833,CA,(323) 541-1900,No Data,No Data,08/15/2017,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,K-12,6-9,N,N,33.976593,-118.31225,Orlando,Johnson,omj0354@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,03/14/2018,135681
19647330135715,622710,14117,Active,Los Angeles,Los Angeles Unified,Ednovate - Esperanza College Prep,319 North Humphreys Avenue,319 North Humphreys Ave.,East Los Angeles,90022-1422,CA,319 North Humphreys Avenue,319 North Humphreys Ave.,East Los Angeles,90022-1422,CA,(323) 457-0050,No Data,www.ednovate.org/esperanza,08/07/2017,No Data,Y,1842,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9,N,N,34.038931,-118.17147,Rosa,Alanis,ralanis@ednovate.org,No Data,No Data,No Data,No Data,No Data,No Data,03/14/2018,135715
19647330135723,622710,14104,Active,Los Angeles,Los Angeles Unified,Ednovate - Brio College Prep,"700 Wilshire Boulevard, Suite 400","700 Wilshire Blvd., Ste. 400",Los Angeles,90017-3837,CA,"700 Wilshire Boulevard, Suite 400","700 Wilshire Blvd., Ste. 400",Los Angeles,90017-3837,CA,(323) 446-2570,No Data,www.ednovate.org/picounionwestlake,08/07/2017,No Data,Y,1843,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9,N,N,34.048625,-118.25745,Karl,Wendt,kwendt@uscbrio.org,No Data,No Data,No Data,No Data,No Data,No Data,10/13/2018,135723
19647330135855,622710,14102,Active,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies,5800 King Avenue,5800 King Ave.,Maywood,90270-2928,CA,5800 King Avenue,5800 King Ave.,Maywood,90270-2928,CA,(323) 210-1412,No Data,No Data,08/15/2017,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-11,N,Y,33.987863,-118.18326,Gabriel,Duran,gduran@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,03/14/2018,135855
19647330135996,622710,14106,Active,Los Angeles,Los Angeles Unified,Boys Academic Leadership Academy,1511 West 110th Street,1511 West 110th St.,Los Angeles,90047-4912,CA,1511 West 110th Street,1511 West 110th St.,Los Angeles,90047-4912,CA,(323) 820-6231,No Data,No Data,08/15/2017,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-12,6-7,N,N,33.936028,-118.30311999999999,Donald,Moorer,dsm0789@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/05/2018,135996
19647330137083,622710,No Data,Active,Los Angeles,Los Angeles Unified,University Pathways Medical Magnet Academy,11227 South San Pedro Street,11227 South San Pedro St.,Los Angeles,90061-2566,CA,11227 South San Pedro Street,11227 South San Pedro St.,Los Angeles,90061-2566,CA,(323) 241-4060,No Data,No Data,08/14/2018,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,No Data,N,Y,33.932721,-118.26992,Dorothy,Cotton-Kindred,dorothy.r.cotton@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/18/2018,137083
19647330137091,622710,No Data,Active,Los Angeles,Los Angeles Unified,University Pathways Public Service Academy,1415 Firestone Boulevard,1415 Firestone Blvd.,Los Angeles,90001-3854,CA,1415 Firestone Boulevard,1415 Firestone Blvd.,Los Angeles,90001-3854,CA,(323) 277-1800,No Data,No Data,08/14/2018,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,No Data,N,N,33.961125,-118.24902,Amen,Rahh,amen.rahh@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,09/14/2018,137091
19647330137521,622710,No Data,Active,Los Angeles,Los Angeles Unified,Vox Collegiate of Los Angeles,1100 West Manchester Avenue,1100 West Manchester Ave.,Los Angeles,90019-3430,CA,1353 Masselin Avenue,1353 Masselin Ave.,Los Angeles,90019,CA,(323) 902-7133,No Data,www.voxcollegiate.org,08/20/2018,No Data,Y,1917,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-10,No Data,N,N,33.959629,-118.29418000000001,TyAnthony,Davis,tdavis@voxcollegiate.org,No Data,No Data,No Data,No Data,No Data,No Data,11/06/2018,137521
19647330137562,622710,No Data,Active,Los Angeles,Los Angeles Unified,Matrix for Success Academy,1010 East 34th Street,1010 East 34th St.,Los Angeles,90011-2527,CA,1010 East 34th Street,1010 East 34th St.,Los Angeles,90011-2527,CA,(323) 897-5971,No Data,www.matrix4success.org,07/09/2018,No Data,Y,1961,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,No Data,N,N,34.012475,-118.25769,Rosalind,Mickels-Miller,rmiller@matrix4success.org,No Data,No Data,No Data,No Data,No Data,No Data,10/19/2018,137562
19647330137612,622710,No Data,Active,Los Angeles,Los Angeles Unified,Valley International Preparatory High,10027 Lurline Avenue,10027 Lurline Ave.,Chatsworth,91311-3153,CA,"11333 Moorpark Street, #155","11333 Moorpark St., #155",Valley Village,91602,CA,(818) 306-2136,No Data,www.viphs.org,08/15/2018,No Data,Y,1926,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,No Data,N,N,34.253424,-118.58606,Anne,Cochran,acochranviphs@gmail.com,Michael,Horne,mhorneviphs@gmail.com,No Data,No Data,No Data,10/10/2018,137612
19647331930650,622710,02838,Active,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,1527 Lakme Avenue,1527 Lakme Ave.,Wilmington,90744-1526,CA,(310) 847-3700,No Data,www.banninghs.org,07/01/1911,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.794038,-118.2608,Rudy,Mendoza,rjm1902@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1930650
19647331930866,622710,02844,Active,Los Angeles,Los Angeles Unified,Bell Senior High,4328 Bell Avenue,4328 Bell Ave.,Bell,90201-2528,CA,4328 Bell Avenue,4328 Bell Ave.,Bell,90201-2528,CA,(323) 832-4700,No Data,www.bellhs.org,07/01/1926,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.974658000000005,-118.19031000000001,Rafael,Balderas,rbald2@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,02/13/2018,1930866
19647331930924,622710,07751,Active,Los Angeles,Los Angeles Unified,Belmont Senior High,1575 West 2nd Street,1575 West 2nd St.,Los Angeles,90026-5701,CA,1575 West 2nd Street,1575 West 2nd St.,Los Angeles,90026-5701,CA,(213) 241-4300,No Data,www.Belmonthighschool.org,07/01/1923,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.061221999999994,-118.26301000000001,Elsa,Mendoza,elsa.mendoza@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1930924
19647331931047,622710,02857,Active,Los Angeles,Los Angeles Unified,Birmingham Community Charter High,17000 Haynes Street,17000 Haynes St.,Lake Balboa,91406-5420,CA,17000 Haynes Street,17000 Haynes St.,Lake Balboa,91406-5420,CA,(818) 758-5200,No Data,http://birminghamcharter.com,09/01/1952,No Data,Y,1119,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.188953000000005,-118.5049,Tracie,Bowdoin,t.bowdoin@birminghamcharter.com,No Data,No Data,No Data,No Data,No Data,No Data,08/22/2018,1931047
19647331931476,622710,02890,Active,Los Angeles,Los Angeles Unified,Canoga Park Senior High,6850 Topanga Canyon Boulevard,6850 Topanga Canyon Blvd.,Canoga Park,91303-2354,CA,6850 Topanga Canyon Boulevard,6850 Topanga Canyon Blvd.,Canoga Park,91303-2354,CA,(818) 673-1300,No Data,www.canogaparkhs.org,07/01/1915,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,34.195572999999996,-118.60578999999998,Robert,Garcia,robert.r.garcia@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1931476
19647331931526,622710,02899,Active,Los Angeles,Los Angeles Unified,Carson Senior High,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,22328 South Main Street,22328 South Main St.,Carson,90745-4525,CA,(310) 847-6000,No Data,www.carsonhs-lausd-ca.schoolloop.com,07/01/1963,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.823776,-118.27575,Windy,Warren,winwarren@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1931526
19647331931708,622710,02916,Active,Los Angeles,Los Angeles Unified,Chatsworth Charter High,10027 Lurline Avenue,10027 Lurline Ave.,Chatsworth,91311-3153,CA,10027 Lurline Avenue,10027 Lurline Ave.,Chatsworth,91311-3153,CA,(818) 678-3400,No Data,www.lausd.k12.ca.us/Chatsworth_HS,07/01/1963,No Data,Y,1581,Locally funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.252319,-118.58425,Timothy,Guy,tguy@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1931708
19647331931864,622710,02923,Active,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,8140 Vanalden Avenue,8140 Vanalden Ave.,Reseda,91335-1136,CA,8140 Vanalden Avenue,8140 Vanalden Ave.,Reseda,91335-1136,CA,(818) 885-2300,No Data,www.lausd.k12.ca.us/Cleveland_HS,07/01/1959,No Data,Y,1571,Locally funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.218185999999996,-118.5491,Cindy,Duong,cindy.duong@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1931864
19647331932128,622710,02941,Active,Los Angeles,Los Angeles Unified,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",5010 11th Avenue,5010 11th Ave.,Los Angeles,90043-4816,CA,5010 11th Avenue,5010 11th Ave.,Los Angeles,90043-4816,CA,(323) 290-7800,No Data,www.crenshawhs.org,07/01/1968,No Data,N,0175,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.997541,-118.32928999999999,Peter,Benefiel,peter.benefiel@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/27/2018,1932128
19647331932383,622710,02965,Active,Los Angeles,Los Angeles Unified,Susan Miller Dorsey Senior High,3537 Farmdale Avenue,3537 Farmdale Ave.,Los Angeles,90016-4707,CA,3537 Farmdale Avenue,3537 Farmdale Ave.,Los Angeles,90016-4707,CA,(323) 298-8400,No Data,www.lausd.k12.ca.us/Dorsey_HS,07/01/1937,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.022994,-118.3461,Sean,Gaston,sgaston@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1932383
19647331932540,622710,02970,Active,Los Angeles,Los Angeles Unified,Eagle Rock High,1750 Yosemite Drive,1750 Yosemite Dr.,Los Angeles,90041-2815,CA,1750 Yosemite Drive,1750 Yosemite Dr.,Los Angeles,90041-2815,CA,(323) 340-3500,No Data,www.erhs.la,07/01/1927,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,Y,34.133337,-118.20603,Mylene,Keipp,mylene.keipp@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1932540
19647331932623,622710,02977,Active,Los Angeles,Los Angeles Unified,El Camino Real Charter High,5440 Valley Circle Boulevard,5440 Valley Cir. Blvd.,Woodland Hills,91367-5949,CA,5440 Valley Circle Boulevard,5440 Valley Cir. Blvd.,Woodland Hills,91367-5949,CA,(818) 595-7500,No Data,http://ecrchs.net,07/01/1969,No Data,Y,1314,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.169284999999995,-118.64335,David,Hussey,d.hussey@ecrchs.net,No Data,No Data,No Data,No Data,No Data,No Data,09/08/2017,1932623
19647331932920,622710,02998,Active,Los Angeles,Los Angeles Unified,Fairfax Senior High,7850 Melrose Avenue,7850 Melrose Ave.,Los Angeles,90046-7210,CA,7850 Melrose Avenue,7850 Melrose Ave.,Los Angeles,90046-7210,CA,(323) 370-1200,No Data,www.lausd.k12.ca.us/Fairfax_HS,07/01/1924,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.083740999999996,-118.36072,Kenneth,Adiekweh,kadiekwe@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1932920
19647331932987,622710,03020,Active,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,12431 Roscoe Boulevard,12431 Roscoe Blvd.,Sun Valley,91352-3723,CA,12431 Roscoe Boulevard,12431 Roscoe Blvd.,Sun Valley,91352-3723,CA,(818) 394-3600,No Data,www.lausd.k12.ca.us/Poly_HS,07/01/1956,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,34.221721,-118.40408000000001,Elidia,Vazquez,evazq1@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1932987
19647331933043,622710,03021,Active,Los Angeles,Los Angeles Unified,Benjamin Franklin Senior High,820 North Avenue 54,820 North Avenue 54,Los Angeles,90042-2428,CA,820 North Avenue 54,820 North Avenue 54,Los Angeles,90042-2428,CA,(323) 550-2000,No Data,www.lausd.k12.ca.us/Franklin_HS,07/01/1916,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,34.115417,-118.19906,Regina,Marquez Martinez,rmarq3@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1933043
19647331933118,622710,03023,Active,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,7676 South San Pedro Street,7676 South San Pedro St.,Los Angeles,90003-2348,CA,7676 South San Pedro Street,7676 South San Pedro St.,Los Angeles,90003-2348,CA,(323) 565-1200,No Data,www.lausd.k12.ca.us/Fremont_HS,07/01/1924,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.970022,-118.26943999999999,Luis,Montoya,lmontoya@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1933118
19647331933241,622710,03034,Active,Los Angeles,Los Angeles Unified,Gardena Senior High,1301 West 182nd Street,1301 West 182nd St.,Gardena,90248-3322,CA,1301 West 182nd Street,1301 West 182nd St.,Gardena,90248-3322,CA,(310) 354-5000,No Data,www.gardenashs.org,07/01/1907,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,33.866372,-118.29633000000001,Rosemarie,Martinez,rmart8@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/30/2017,1933241
19647331933381,622710,03037,Active,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,5101 East Sixth Street,5101 East Sixth St.,Los Angeles,90022-3209,CA,5101 East Sixth Street,5101 East Sixth St.,Los Angeles,90022-3209,CA,(323) 981-5500,No Data,www.lausd.k12.ca.us/garfield_hs,07/01/1925,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,34.025353,-118.15786999999999,Andres,Favela,afavel2@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,07/27/2018,1933381
